"","state","acfrs_original_name","id"
"8142","IN","Dekalb County Central United School District","43540"
"8143","AR","El Dorado School District No. 15","98678"
"8144","WA","Othello School District No. 147","45271"
"8145","IN","South Knox School Corporation","188350"
"8146","IA","North Tama County Community School District","163127"
"8147","WA","Kennewick School District No. 17","39597"
"8148","KS","Desoto Unified School District 232","33514"
"8149","IN","North Daviess Community Schools","43922"
"8150","IA","Collins-Maxwell Community School District","162815"
"8151","WA","Kiona-Benton City School District No. 52","39598"
"8152","IN","Whitley County Consolidated School Corporation","188392"
"8153","WA","Quillayute Valley School District No. 402","39608"
"8154","WA","Ephrata School District No. 165","44711"
"8155","WA","Issaquah School District No. 411","44536"
"8156","CA","Oakdale Joint Unified School District","146451"
"8157","AR","White Hall School District No. 27","188499"
"8158","WA","North Franklin School District No. J51-162","99205"
"8159","AL","Talladega City Board of Education","30385"
"8160","AL","Vestavia Hills Board of Education","1027204"
"8161","MT","Polson Public School District No. 23","43285"
"8162","WA","Wenatchee School District No. 246","39605"
"8163","GA","Floyd County Board of Education","196516"
"8164","OH","Amherst Exempted Village School District","37150"
"8165","OK","Wilburton Public Schools I-1","37417"
"8166","NY","Eastport-South Manor Central School District","47812"
"8167","NY","Copiague Union Free School District","36396"
"8168","AL","Alexander City Board of Education","30388"
"8169","OH","Copley-Fairlawn City School District","47773"
"8170","AZ","Tucson Unified School District No.1","30597"
"8171","IN","Delaware Community School Corporation","43652"
"8172","GA","Troup County School District","70989"
"8173","OH","Sheffield-Sheffield Lake City School District","37157"
"8174","PA","Highlands School District","47406"
"8175","OH","Tuslaw Local School District","65016"
"8176","OK","Francis Tuttle Technology Center School District No. 21","37456"
"8177","OH","South Point Local School District","37142"
"8178","ME","Regional School Unit No. 25","54086"
"8179","AL","Athens City Board of Education","66515"
"8180","AL","Autauga County Board of Education","1017588"
"8181","SD","Mclaughlin School District No. 15-2","46038"
"8182","WA","Columbia School District No 400","99183"
"8183","OH","Lakewood City School District","37057"
"8184","WA","Grandview School District No. 200","39715"
"8185","PA","Line Mountain School District","42802"
"8186","PA","Allentown School District","38050"
"8187","WA","Educational Service District No. 105","39727"
"8188","WA","Longview School District No. 122","39616"
"8189","WA","Mead School District No. 354","39690"
"8190","WA","Enumclaw School District No. 216","39635"
"8191","WA","Everett School District No.2","89029"
"8192","AL","Jacksonville City Board of Education","1036513"
"8193","WA","Northeast Washington Educational Service District No. 101","40491"
"8194","VT","Mill River Unified Union School District","58491"
"8195","WA","Snohomish School District No. 201","39684"
"8196","AL","Etowah County Board of Education","30338"
"8197","WA","Cascade School District No. 228","44921"
"8198","AL","Linden City Board of Education","30366"
"8199","WA","Arlington School District No. 16","39676"
"8200","AZ","Window Rock Unified School District No.8","30517"
"8201","WA","Brewster School District No. 111","42951"
"8202","VT","St. Johnsbury School District","94032"
"8203","AL","St. Clair County Board of Education","30380"
"8204","WA","Wellpinit School District No. 49","39699"
"8205","WA","North Kitsap School District No. 400","39650"
"8206","CA","Pleasanton Unified School District","146519"
"8207","WA","Yelm Community School District No.2","39704"
"8208","CA","Manteca Unified School District","146349"
"8209","CA","Lynwood Unified School District","146342"
"8210","AL","Cullman County Commission on Education","163742"
"8211","WA","Bellevue School District No. 405","39633"
"8212","AZ","Morenci Unified School District No. 18","93596"
"8213","WA","Lakewood School District No. 306","39680"
"8214","WA","Royal School District No. 160","39621"
"8215","WA","Ellensburg School District No. 401","39653"
"8216","OH","Kent City School District","37222"
"8217","AL","Morgan County Board of Education","1017601"
"8218","AL","Tallassee City Board of Education","30334"
"8219","AL","Randolph County Board of Education","43836"
"8220","AL","Mobile County Board of School Commissioners","30371"
"8221","WA","Coupeville School District No 204","88980"
"8222","AL","Piedmont City Board of Education","30313"
"8223","WA","Puyallup School District No.3","39667"
"8224","AL","Ozark City Board of Education","30330"
"8225","WA","Marysville School District No. 25","39681"
"8226","WA","Moses Lake School District No. 161","39622"
"8227","AL","Madison County Board of Education","1017600"
"8228","AL","Tarrant City Board of Education","30352"
"8229","VA","Stafford County Public Schools","88825"
"8230","WA","Educational Service District No. 123","40490"
"8231","AR","Lakeside School District No. 9","98728"
"8232","GA","Taylor County Board of Education","1036274"
"8233","CO","Ignacio School District 11-Jt","32061"
"8234","CA","Scott Valley Unified School District","146634"
"8235","VT","Windsor Southeast Supervisory Union","39390"
"8236","WA","Cashmere School District No 222","39602"
"8237","GA","Butts County Board of Education","105259"
"8238","OH","Van Wert City School District","37292"
"8239","CO","Cheyenne Mountain School District 12","49621"
"8240","WA","College Place School District No. 250","39705"
"8241","WA","Lake Washington School District No. 414","39639"
"8242","CA","Raisin City School District","348377"
"8243","WA","Northwest Educational Service District No. 189","41707"
"8244","IL","Legacy Law School Corporation","169869"
"8245","GA","Laurens County Board of Education","105319"
"8246","IN","Dekalb County Eastern Community School District","189471"
"8247","GA","Grady County Board of Education","196518"
"8248","IN","Carmel Clay Schools","64844"
"8249","IN","Westfield Washington Schools","48676"
"8250","IN","Southwest Dubois County School Corporation","43648"
"8251","KS","Sedgwick County Area Educational Services Interlocal Cooperative","33554"
"8252","IL","A.E.R.O Special Education Cooperative","42481"
"8253","MA","Essex North Shore Agricultural and Technical School District","57449"
"8254","MA","Nashoba Regional School District","34222"
"8255","IN","Madison Consolidated Schools","43726"
"8256","MA","Quaboag Regional School District","43427"
"8257","MS","Monroe County School District","35053"
"8258","IN","New Prairie United School Corporation","43871"
"8259","MS","New Albany Public School District","35084"
"8260","OH","Lisbon Exempted Village School District","37038"
"8261","OH","Niles City School District","37279"
"8262","NC","Kipp Enc Public Schools","53871"
"8263","OH","Montgomery County Educational Service Center","37196"
"8264","OH","Greenon Local School District","37023"
"8265","MS","North Bolivar Consolidated School District","34988"
"8266","OH","Bowling Green City School District","37312"
"8267","OH","Howland Local School District","37275"
"8268","OH","Stark County Educational Service Center","47572"
"8269","OH","Washington Nile Local School District","37247"
"8270","OH","Rossford Exempted Village School District","46774"
"8271","PA","Greater Johnstown Area Vocational Technical School","37923"
"8272","MT","Brockton School District 55 & 55F","197953"
"8273","PA","Shamokin Area School District","38116"
"8274","MS","North Panola School District","35062"
"8275","WA","Manson School District No. 19","39604"
"8276","NY","Batavia City School District","36200"
"8277","PA","Clairton City School District","37832"
"8278","SD","Milbank School District No. 25-4","38424"
"8279","WA","White River School District No. 416","39671"
"8280","OH","Weathersfield Local School District","84721"
"8281","NH","Merrimack Valley School District","35588"
"8282","OH","Crestline Exempted Village School District","37047"
"8283","WA","Tahoma School District No. 409","39646"
"8284","WA","Ocosta School District No. 172","39626"
"8285","WA","Olympia School District No. 111","39700"
"8286","AR","Ouachita School District No. 1","98762"
"8287","AR","Des Arc School District No. 5","98670"
"8288","AR","Hillcrest School District No. 22","1027276"
"8289","AR","Poyen School District No. 1","98775"
"8290","WA","Eatonville School District No. 404","39664"
"8291","WA","University Place School District No. 83","43022"
"8292","WA","Tenino School District No. 402","39702"
"8293","AR","Scranton School District No. 22","98786"
"8294","AR","Foreman School District No. 25","98686"
"8295","WA","Shoreline School District No. 412","39644"
"8296","WA","Onalaska School District No 300","89212"
"8297","WA","Inchelium School District No. 70","44520"
"8298","AR","Boston Mountain Educational Cooperative","44870"
"8299","WI","Sauk Prairie School District","40063"
"8300","WA","Nespelem School District No. 14","45110"
"8301","SD","Wounded Knee District School","62525"
"8302","WA","Seattle School District No.1","39643"
"8303","AR","Carlisle School District No. 3","98654"
"8304","AR","Mount Ida School District No. 20","98750"
"8305","WA","West Valley School District No. 208","39724"
"8306","AL","Calhoun County Board of Education","43147"
"8307","AR","Mammoth Spring School District No. 2","98737"
"8308","WA","Port Townsend School District","39631"
"8309","AL","Talladega County Board of Education","30386"
"8310","AR","Calico Rock School District No. 50","93569"
"8311","AR","Magnet Cove School District No. 8","98735"
"8312","AR","Northeast Arkansas Educational Cooperative","101681"
"8313","AR","West Memphis School District No. 4","188495"
"8314","AR","Kirby School District No. 32","98725"
"8315","NH","School Administrative Unit No. 44","64964"
"8316","IN","Metropolitan School District of Wayne Township","196704"
"8317","IA","Colfax-Mingo Community School District","162814"
"8318","WI","Marshall School District","197697"
"8319","AR","Dierks School District No. 2","98672"
"8320","AR","Armorel School District No. 9","1027223"
"8321","AR","East End School District No.1","98676"
"8322","IA","Dunkerton Community School District","1035770"
"8323","IA","Monticello Community School District","163097"
"8324","IA","Southeast Webster-Grand Community School District","163219"
"8325","AR","Shirley School District No. 3","98788"
"8326","AR","Viola School District No.15","98804"
"8327","AR","County Line School District No. 1","98664"
"8328","WI","Boscobel Area School District","39979"
"8329","OH","Akron City School District","37265"
"8330","IA","Easton Valley Community School District","162944"
"8331","AR","Mineral Springs School District No. 3","98749"
"8332","IA","Logan-Magnolia Community School District","163059"
"8333","IA","Belle Plaine Community School District","162809"
"8334","IA","Maquoketa Valley Community School District","163076"
"8335","IA","Nevada Community School District","163109"
"8336","IA","West Harrison Community School District","163288"
"8337","IN","South Bend Community School Corporation","109873"
"8338","IN","Concord Community Schools","33289"
"8339","IA","Union Community School District","163259"
"8340","NY","Amityville Union Free School District","36397"
"8341","IN","Metropolitan School District of Shakamak","43645"
"8342","IA","South Page Community School District","163216"
"8343","NY","Rochester City School District","52983"
"8344","NJ","Glassboro School District","35789"
"8345","MS","Desoto County School District","35002"
"8346","OH","Mariemont City School District","83667"
"8347","OH","Brown Local School District","82656"
"8348","OH","Archbold Area Local School District","54150"
"8349","OK","Chelsea School District No. I-3","37482"
"8350","OH","East Liverpool City School District","45565"
"8351","OH","Constellation Schools Westside Community School of the Arts","82907"
"8352","OH","Constellation Schools Old Brooklyn Community Elementary School District","82898"
"8353","OH","Gibsonburg Exempted Village School District","83185"
"8354","OK","Carney Public School District I-105","146938"
"8355","OK","Blanchard School District No.I-29","146889"
"8356","OH","Constellation Schools Westpark Community Elementary School District","82905"
"8357","OH","Cory Rawson Local School District","82919"
"8358","OH","Franklin City School District","398848"
"8359","OH","Marlington Local School District","37263"
"8360","OH","Sandy Valley Local School District","37262"
"8361","OH","Mathews Local School District","83692"
"8362","OK","Mccord Public School C-77","147308"
"8363","OK","Indianola School District I-25","147198"
"8364","OH","Waterloo Local School District","84704"
"8365","OK","Grove School District Number C-27","147138"
"8366","OK","Waurika School District No. I-23","147726"
"8367","OK","Preston School District I-5","400221"
"8368","OK","Robin Hill School District C-16","149631"
"8369","OK","Wilson Public Schools I-7 Okmulgee County","147752"
"8370","OK","Tishomingo School District No I-20","197328"
"8371","TN","Bedford County Schools","106562"
"8372","OK","Stratford School District No. I-2","37406"
"8373","OK","Roland School District I-5","197322"
"8374","OR","Clatskanie School District No. 6j","90798"
"8375","AR","Benton School District No.8","98640"
"8376","OK","Terral School District No. C-3","400285"
"8377","OK","Washington School District No. I-5","400306"
"8378","OK","Wynnewood Public Schools I-38","398943"
"8379","OK","Maysville School District I-7","147302"
"8380","OR","Jane Goodall Environmental Middle School","85942"
"8381","TN","Tullahoma City Schools","107524"
"8382","OK","Grant County Educational Facilities Authority","149585"
"8383","TN","Little Tennessee Valley Educational Cooperative","198024"
"8384","WA","Steilacoom Historical School District No.1","39668"
"8385","IN","Scott County School District 1","43703"
"8386","AL","Houston County Board of Education","30346"
"8387","AL","Colbert County Board of Education","30321"
"8388","ND","Mandan Public School District No.1","36816"
"8389","OK","Vanoss School District No. I-9","99165"
"8390","AL","Satsuma City Board of Education","56285"
"8391","AL","Baldwin County Board of Education","30308"
"8392","OH","Cloverleaf Local School District","170201"
"8393","OK","Choctaw-Nicoma Park School District No. 4","54332"
"8394","AL","Leeds Board of Education","66751"
"8395","AL","Scottsboro City Board of Education","30348"
"8396","IN","Franklin Community School Corporation","43872"
"8397","IN","Bremen Public Schools","52740"
"8398","AL","Dothan City Board of Education","91040"
"8399","OK","Davidson School District No. C-9","147036"
"8400","AZ","Cedar Unified School District No. 25","30582"
"8401","AR","Forrest City School District No.7","98687"
"8402","AZ","Chilchinbeto Community School Inc","45860"
"8403","CA","Julian Union School District","146241"
"8404","CA","Bonsall Unified School District","57370"
"8405","CA","Holtville Unified School District","146215"
"8406","CA","Menlo Park City School District","146372"
"8407","AR","Watson Chapel School District No. 24","98807"
"8408","IA","Dike-New Hartford Community School District","162819"
"8409","CA","San Pasqual Valley Unified School District","146611"
"8410","CA","Warner Unified School District","146755"
"8411","AZ","Bullhead City Elementary School District No. 15","30575"
"8412","AL","Boaz City Board of Education","51184"
"8413","CA","San Ramon Valley Unified School District","146614"
"8414","CA","Vista Unified School District","146752"
"8415","CA","Alpine Union School District","1036835"
"8416","CA","San Ysidro School District","146615"
"8417","CA","Mountain Empire Unified School District","146404"
"8418","CA","Central Union High School District","146009"
"8419","CA","El Centro Elementary School District","146100"
"8420","IN","South Vermillion Community School Corporation","43124"
"8421","KS","Unified School District 409","33480"
"8422","IA","Washington Community School District","33432"
"8423","IA","Hampton-Dumont Community School District","33381"
"8424","IN","Loogootee Community School Corporation","43684"
"8425","IN","Richland-Bean Blossom Community School Corporation","189636"
"8426","MA","Freetown-Lakeville Regional School District","46875"
"8427","MO","Chillicothe R-II School District","35262"
"8428","MD","Howard County Board of Education","41713"
"8429","ME","Regional School Unit No. 71","57863"
"8430","MO","Macon County R-I School District","35264"
"8431","NM","Santa Rosa Consolidated Schools","35937"
"8432","ME","Regional School Unit No. 13","54035"
"8433","MS","Newton Municipal School District","35057"
"8434","MS","Columbia School District","35048"
"8435","MS","Benton County School District","34987"
"8436","MT","Heart Butte School District No. 1","81621"
"8437","MO","Milan C-2 School District","35337"
"8438","MS","Harrison County School District","42863"
"8439","MO","Savannah R-III School District","35169"
"8440","MO","Putnam County R-1 School District","170018"
"8441","GA","Chattooga County Board of Education","196508"
"8442","MT","Lame Deer School District No.6","35422"
"8443","ND","Fort Yates Public School District No 4","36824"
"8444","MA","Old Rochester Regional School District","65722"
"8445","MA","Frontier Regional School District","44240"
"8446","OH","Lorain City School District","37154"
"8447","OH","Portsmouth City School District","37245"
"8448","NJ","Gateway Regional High School District","35797"
"8449","OH","Mapleton Local School District","65991"
"8450","OH","Scioto County Career Technical Center","37249"
"8451","OH","Marysville Exempted Village School District","91096"
"8452","PA","Central Cambria School District","46667"
"8453","OH","Wellington Exempted Village School District","37158"
"8454","PA","New Castle Area School District","38044"
"8455","NY","Westbury Union Free School District","36280"
"8456","PA","Milton Area School District","38114"
"8457","OH","West Branch Local School District","37173"
"8458","PA","Ellwood City Area School District","38043"
"8459","PA","Montgomery Area School District","38071"
"8460","NY","North Shore Central School District","36271"
"8461","NY","Lawrence Union Free School District","36261"
"8462","OH","Medina City School District","37179"
"8463","NY","North Babylon Union Free School District","36399"
"8464","GA","Monroe County Board of Education","196526"
"8465","GA","Heard County Board of Education","1036262"
"8466","GA","Telfair County Board of Education","197177"
"8467","AL","Geneva City Board of Education","30342"
"8468","AL","Attalla City Board of Education","30337"
"8469","AL","Crenshaw County Board of Education","1017605"
"8470","AL","Trussville City Board of Education","51807"
"8471","WA","Lake Stevens School District No.4","39679"
"8472","WA","Okanogan School District No. 105","39660"
"8473","AL","Eufaula City Board of Education","30309"
"8474","AL","Fayette County Board of Education","30339"
"8475","WA","Taholah School District No. 77","39627"
"8476","WI","Necedah Area School District","45119"
"8477","WA","Chimacum School District No. 49","39630"
"8478","VT","Franklin West Supervisory Union","39373"
"8479","WA","Omak School District No. 19","39661"
"8480","WA","Vashon Island School District No 402","89395"
"8481","WA","Federal Way School District No. 210","39636"
"8482","VT","South Burlington School District","39368"
"8483","WI","Royall School District","39991"
"8484","AR","Pottsville School District No. 61","98774"
"8485","VT","Southwest Vermont Supervisory Union","46360"
"8486","VT","Addison Central School District","59279"
"8487","VT","Bennington-Rutland Supervisory Union","39364"
"8488","WA","Centralia School District No. 401","48971"
"8489","WA","Meridian School District No. 505","39711"
"8490","WA","Chief Leschi Schools Inc","88950"
"8491","VT","North Country Supervisory Union","39378"
"8492","CA","Eastside Union School District","146097"
"8493","MT","Missoula County Public School District No.1","35413"
"8494","MS","Okolona Municipal Separate School District","34991"
"8495","WV","Calhoun County Board of Education","39782"
"8496","AL","Bibb County Board of Education","43148"
"8497","WV","Pendleton County Board of Education","39804"
"8498","WA","Mukilteo School District No.6","39683"
"8499","AL","Tuscaloosa County Board of Education","42910"
"8500","AL","Lowndes County Board of Education","167102"
"8501","AR","Cotter School District No. 60","98663"
"8502","AL","Clarke County Board of Education","1017595"
"8503","AR","Hazen School District No. 2","98709"
"8504","MS","Claiborne County School District","34994"
"8505","IL","Harrisburg Community Unit School District 3","33129"
"8506","AR","Wonderview School District","98813"
"8507","MO","Trenton R-Ix School District","35221"
"8508","IA","Clear Lake Community School District","162908"
"8509","IA","Colo-Nesco Community School District","162816"
"8510","AR","Strong-Huttig School District No. 83","108529"
"8511","GA","North Georgia Regional Educational Service Agency","189235"
"8512","AR","Lead Hill School District No. 4","98731"
"8513","IA","Hamburg Community School District","163364"
"8514","IN","School City of Mishawaka","401578"
"8515","IA","East Marshall Community School District","162938"
"8516","IA","Iowa Education Benefits Program","163018"
"8517","AR","Quitman School District No.21","98778"
"8518","IA","Brooklyn-Guernsey-Malcom Community School District","163353"
"8519","IA","Cal Community School District","162810"
"8520","CT","Regional School District 1","68354"
"8521","IA","Cam Community School District","162826"
"8522","AR","Mt. Vernon-Enola School District No. 41","1027295"
"8523","AR","Mccrory School District No.12","108521"
"8524","IA","Eddyville-Blakesburg-Fremont Community School District","162945"
"8525","IA","Fremont-Mills Community School District","162964"
"8526","IA","Keota Community School District","163044"
"8527","AR","Palestine-Wheatley School District No. 23","170410"
"8528","IA","Columbus Community School District","33395"
"8529","IN","Manchester Community Schools","46746"
"8530","IN","Adams Central Community Schools","51684"
"8531","AR","Valley Springs School District No. 2","98800"
"8532","IN","Fairfield Community Schools","46688"
"8533","IN","Lake Station Community Schools","43782"
"8534","IN","Lake Central School Corporation","44086"
"8535","IN","Milan Community Schools","54230"
"8536","IN","Wa-Nee Community Schools","43646"
"8537","IN","Middlebury Community Schools","43547"
"8538","IN","North Judson-San Pierre School Corporation","33292"
"8539","IN","Peru Community Schools","43265"
"8540","GA","Stewart County Board of Education","189252"
"8541","IN","School City of Hobart","43724"
"8542","IA","Waco Community School District","162880"
"8543","IA","Lamoni Community School District","163374"
"8544","IA","Lake Mills Community School District","163373"
"8545","IA","Moulton-Udell Community School District","163380"
"8546","IN","Warsaw Community Schools","43412"
"8547","IA","North Butler Community School District","163117"
"8548","IA","Woodbine Community School District","163400"
"8549","IA","River Valley Community School District","163182"
"8550","IN","Switzerland County School Corporation","43723"
"8551","IA","Martensdale-St. Marys Community School District","163082"
"8552","IA","Wapello Community School District","163397"
"8553","IN","Avon Community School Corporation","43440"
"8554","IA","South O'brien Community School District","163215"
"8555","IA","Turkey Valley Community School District","163254"
"8556","LA","Calcasieu Parish School Board","33822"
"8557","IA","Southeast Warren Community School District","163218"
"8558","IA","Orient-Macksburg Community School District","163146"
"8559","IA","Tripoli Community School District","163253"
"8560","IA","West Hancock Community School District","163287"
"8561","IA","Westwood Community School District","163292"
"8562","IA","Tri-County Community School District","163252"
"8563","IN","Beech Grove City Schools","43968"
"8564","IA","West Sioux Community School District","64881"
"8565","IA","Stratford Community School District","163238"
"8566","AR","Norfork School District No. 61","98759"
"8567","LA","West Carroll Parish School Board","42251"
"8568","OH","Chippewa Local School District","82764"
"8569","OH","Boardman Local School District","44339"
"8570","OH","Newton Falls Exempted Village School District","37278"
"8571","GA","Ben Hill County Board of Education","1036256"
"8572","OH","Black River Local School District","40971"
"8573","OK","Avant Dependent School District No C-35","148629"
"8574","OK","Albion Public Schools","148619"
"8575","OH","iLEAD Spring Meadows","83385"
"8576","OK","Gans Public School District I-4","147101"
"8577","OK","Fox Public Schools I-74","147094"
"8578","OK","Arkoma School District","99149"
"8579","OK","Bearden Public Schools C-29","146868"
"8580","OK","Denison School District C-37","147048"
"8581","OK","Beggs School District No.I-4","146874"
"8582","OK","El Reno School District No. I-34","147070"
"8583","OK","Gypsy Public Schools","147143"
"8584","CA","Yreka Union Elementary School District","146803"
"8585","OK","Haileyville School District I-11","148686"
"8586","OK","Paden Public Schools I-14","147467"
"8587","OK","Fort Towson School District No. I-2","400163"
"8588","OK","Glenpool School District No. I-13","57760"
"8589","OH","Stark County Area Vocational School District","84428"
"8590","OK","Muldrow School District No. I-3","190845"
"8591","OK","Agra School District I-134","146836"
"8592","OK","Keyes School District I-11","147224"
"8593","OK","Luther School District I-3","147286"
"8594","OK","Jennings Public Schools","147206"
"8595","OK","Kenwood School District C-30","147220"
"8596","AL","Troy City Board of Education","1027219"
"8597","GA","Montgomery County Board of Education","99041"
"8598","GA","Gordon County Board of Education","1036261"
"8599","GA","Cook County Board of Education","196510"
"8600","OK","Konawa School District I-4","400181"
"8601","OK","Latta Public Schools","37473"
"8602","IL","Eisenhower Cooperative","32961"
"8603","OK","Oaks Mission School District Number I-5","147389"
"8604","OK","Moseley School District C-34","147340"
"8605","OK","Meeker School District Number I-95","147318"
"8606","OK","Pleasant Grove School District C-29 Pottawatomie","147499"
"8607","OK","Rock Creek School District No. I-2","190894"
"8608","MS","Perry County School District","35066"
"8609","OK","North Rock Creek School District No. I-10","57765"
"8610","OK","Mason Public Schools I-2","147298"
"8611","OK","Ponca City Public Schools I-71","197318"
"8612","OK","Peggs School District C-31","147485"
"8613","CA","Selma Unified School District","146640"
"8614","GA","Meriwether County Board of Education","196525"
"8615","GA","Colquitt County Board of Education","1036259"
"8616","MS","Scott County School District","35074"
"8617","MA","Nauset Regional School District","34193"
"8618","NJ","Paulsboro School District","35793"
"8619","OK","Lone Star Public Schools C-8","147280"
"8620","NH","Conway School District","35573"
"8621","OK","Stroud School District I-54","190914"
"8622","OK","Zaneis School District C-072","147769"
"8623","OK","Turpin Public Schools","147681"
"8624","OK","Twin Hills School District No. C -11","147685"
"8625","OK","Zion School District No. C028","65021"
"8626","OK","Shady Point Public School District C-4","147587"
"8627","OK","South Rock Creek School District C-32","147601"
"8628","OK","Snyder School District I-4","400266"
"8629","OK","Turkey Ford Public Schools C-10","148833"
"8630","WA","Mount Vernon School District No. 320","39673"
"8631","TN","Tipton County Schools","107514"
"8632","GA","Miller County Board of Education","99039"
"8633","WA","Tacoma School District No. 10","39670"
"8634","NJ","City of Union City School District","82121"
"8635","WA","Wahluke School District No. 73","44638"
"8636","AL","Haleyville City Board of Education","1017481"
"8637","GA","Oglethorpe County Board of Education","1036267"
"8638","IL","Henderson Mercer and Warren Counties Regional Office of Education 33","105453"
"8639","WA","North Beach School District No. 64","39628"
"8640","WA","Sultan School District No. 311","39685"
"8641","OK","Straight School District No. 80","400279"
"8642","MS","Prentiss County School District","35070"
"8643","WA","North Mason School District No. 403","44669"
"8644","ME","Mt. Blue Regional School District","41661"
"8645","VA","Greensville County School Board","145838"
"8646","AL","Guntersville City Board of Education","30370"
"8647","WA","Hoquiam School District No. 28","39624"
"8648","GA","Appling County Board of Education","105245"
"8649","IN","Charles A. Beard Memorial School Corporation","189445"
"8650","WA","Sunnyside School District No. 201","39720"
"8651","AL","Jasper City Board of Education","30390"
"8652","AL","Alabaster City Board of Education","1036511"
"8653","MS","Alcorn School District","42845"
"8654","MS","Western Line School District","35089"
"8655","PA","Marion Center Area School District","38007"
"8656","SD","Mitchell School District No. 17-2","38420"
"8657","NJ","Borough of Prospect Park Board of Education","46315"
"8658","MS","Lowndes County School District","44223"
"8659","MS","South Delta School District","35075"
"8660","WA","Monroe School District No. 103","39682"
"8661","MS","Noxubee County School District","35061"
"8662","AL","Washington County Board of Education","44370"
"8663","AL","Lee County Board of Education","30359"
"8664","WA","Northshore School District No. 417","39634"
"8665","IN","Central Noble Community School Corporation","48765"
"8666","GA","Polk County School District","196530"
"8667","IN","Gary Community School Corporation","44619"
"8668","GA","Dougherty County Board of Education","196513"
"8669","NY","Catskill Central School District","36205"
"8670","IN","Metropolitan School District of Warren County","196703"
"8671","WA","Clover Park School District No. 400","44366"
"8672","NY","Poughkeepsie City School District","36166"
"8673","WA","Anacortes School District No. 103","39672"
"8674","WA","Auburn School District No. 408","39632"
"8675","WA","Kent School District No. 415","39638"
"8676","MS","Kosciusko School District","34985"
"8677","AL","Geneva County Board of Education","44349"
"8678","MA","Hampden-Wilbraham Regional School District","34207"
"8679","MA","Ayer Shirley Regional School District","55512"
"8680","WA","Bainbridge Island School District No. 303","48969"
"8681","LA","East Carroll Parish School Board","33829"
"8682","WA","Franklin Pierce School District No. 402","44650"
"8683","MS","Lauderdale County School District","35039"
"8684","AR","Lake Hamilton School District No.5","98726"
"8685","AL","Hale County Board of Education","1017641"
"8686","CA","Willows Unified School District","146789"
"8687","AR","Cross County School District No.7","98665"
"8688","SD","Oglala Lakota County School District No. 65-1","38442"
"8689","LA","Richland Parish School Board","33850"
"8690","ME","Central Lincoln County School System","54385"
"8691","AL","Clay County Board of Education","43900"
"8692","IL","Skokie/Morton Grove School District No. 69","46301"
"8693","MS","Jones County School District","42770"
"8694","MS","Itawamba County School District","35022"
"8695","NC","Cherokee County Board of Education","41082"
"8696","AR","Russellville School District No. 14","98784"
"8697","IN","Metropolitan School District of Steuben County","196705"
"8698","GA","Berrien County Board of Education","196506"
"8699","CA","Cotati-Rohnert Park Unified School District","31506"
"8700","CA","Pacifica School District","146476"
"8701","OH","South Range Local School District","84376"
"8702","NV","Lyon County School District","35532"
"8703","AL","Escambia County Board of Education","1035657"
"8704","AR","Deer-Mt Judea School District","1027259"
"8705","GA","Emanuel County Board of Education","196515"
"8706","GA","Echols County Board of Education","198258"
"8707","TN","Bells City School","106569"
"8708","GA","Pierce County Board of Education","105344"
"8709","AR","Malvern School District","98736"
"8710","LA","Sabine Parish School Board","33851"
"8711","AL","Cleburne County Board of Education","30319"
"8712","PA","Homer-Center School District","87431"
"8713","GA","Burke County Board of Education","196507"
"8714","AR","Dardanelle School District No. 15","149821"
"8715","CA","Patterson Joint Unified School District","146496"
"8716","GA","Pickens County Board of Education","196528"
"8717","AR","Hot Springs School District No.6","98716"
"8718","WA","Snoqualmie Valley School District No. 410","39645"
"8719","GA","Seminole County Board of Education","197175"
"8720","MS","Lawrence County School District","35040"
"8721","GA","Brantley County Board of Education","198257"
"8722","GA","Wilkinson County Board of Education","197178"
"8723","WA","Mossyrock School District No 206","99203"
"8724","TX","San Angelo Independent School District","39209"
"8725","IN","Crawfordsville Community School Corporation","189463"
"8726","WA","Orting School District No. 344","48970"
"8727","GA","Calhoun County Board of Education","197766"
"8728","MT","Harlem School District No. 12","35389"
"8729","GA","Macon County Board of Education","1036265"
"8730","NE","Falls City Public Schools District No. 74-0056","109117"
"8731","MA","Amherst-Pelham Regional School District","34208"
"8732","AL","Birmingham City Board of Education","44946"
"8733","WA","Warden School District No. 146-161","44649"
"8734","GA","Jones County Board of Education","1035766"
"8735","MS","Sunflower County Consolidated School District","58056"
"8736","MS","Union Public School District","35058"
"8737","CA","Modoc Joint Unified School District","146385"
"8738","AR","Pangburn School District","1027315"
"8739","MS","Amite County School District","43681"
"8740","WA","Port Angeles School District No. 121","39607"
"8741","WA","South Bend School District No. 118","89334"
"8742","NH","Littleton School District","35581"
"8743","AR","Bradford School District","1027232"
"8744","AR","Rose Bud School District No. 35","108525"
"8745","AL","Daleville City Board of Education","1036512"
"8746","CA","Modoc County Office of Education","31693"
"8747","CA","Lassen County Office of Education","31686"
"8748","OH","Mahoning Unlimited Classroom","83638"
"8749","MS","Baldwyn School District","1035841"
"8750","MS","Jefferson County School District","35029"
"8751","SD","Marty Indian School Incorporated","62517"
"8752","AL","Lawrence County Board of Education","42558"
"8753","CA","Roseland School District","31510"
"8754","AL","Blount County Board of Education","43842"
"8755","WA","North Central Educational Service District No. 171","48842"
"8756","WA","West Valley School District No. 363","39693"
"8757","AR","Alpena School District No.5","98628"
